racpres,wtssall,year,Age,Marital_Status,Kids,Income,Education,Subj_class,Ideology,PolParty,RedBluePres,Religion,ChurchAttendance,ReligiousStrength,Gender,Race,Work_Status,Decade,Census_Region
1,0.8893,1972,"[18,35]",Married,0,Top 20%,Graduate,Middle Class,Missing_Ideo,Other,Republican President,Other,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,East
1,0.8893,1972,"[18,35]",Married,1,Top 20%,College,Middle Class,Missing_Ideo,Republican,Republican President,Catholic,Weekly,Missing_relig_strength,Male,White,Employed,70’s,East
1,0.8893,1972,"(35,50]",Married,3,Quint3,High School,Working Class,Missing_Ideo,Republican,Republican President,Catholic,Weekly,Missing_relig_strength,Female,White,Employed,70’s,East
1,0.8893,1972,"(35,50]",Married,1,Quint3,High School,Working Class,Missing_Ideo,Democrat,Republican President,Catholic,Weekly,Missing_relig_strength,Male,White,Employed,70’s,East
1,0.8893,1972,"[18,35]",Married,2,Quint2,High School,Working Class,Missing_Ideo,Other,Republican President,Protestant,Rarely,Missing_relig_strength,Female,White,Unemployed,70’s,East
1,0.8893,1972,"[18,35]",Married,2,Quint2,L/T High School,Working Class,Missing_Ideo,Other,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Employed,70’s,East
0,1.3339,1972,"(50,65]",Widowed,1,Quint3,High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Unemployed,70’s,East
1,1.3339,1972,"[18,35]",Never Married,0,Quint3,College,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Rarely,Missing_relig_strength,Male,White,Other,70’s,East
1,0.8893,1972,"[18,35]",Married,1,Top 20%,L/T High School,Working Class,Missing_Ideo,Other,Republican President,Protestant,Rarely,Missing_relig_strength,Female,White,Employed,70’s,East
1,0.8893,1972,"(35,50]",Married,3,Quint4,High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,East
1,0.8893,1972,"[18,35]",Married,3,Quint2,High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,East
1,0.8893,1972,"(50,65]",Married,1,Quint2,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Catholic,Weekly,Missing_relig_strength,Male,White,Employed,70’s,East
1,1.3339,1972,"[18,35]",Never Married,0,Bottom 20%,High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Sometimes,Missing_relig_strength,Female,White,Employed,70’s,East
1,0.8893,1972,"[18,35]",Married,1,Bottom 20%,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Sometimes,Missing_relig_strength,Female,White,Employed,70’s,East
1,1.3339,1972,"(35,50]",Married,2,Quint2,High School,Working Class,Missing_Ideo,Democrat,Republican President,Catholic,Rarely,Missing_relig_strength,Male,White,Employed,70’s,East
1,0.8893,1972,"[18,35]",Married,4+,Bottom 20%,L/T High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,East
1,0.8893,1972,"[18,35]",Married,4+,Bottom 20%,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,East
1,0.8893,1972,"(35,50]",Married,0,Quint3,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Rarely,Missing_relig_strength,Male,White,Employed,70’s,East
0,1.3339,1972,"(50,65]",Married,4+,Quint3,L/T High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Rarely,Missing_relig_strength,Male,White,Employed,70’s,East
0,0.4446,1972,"[18,35]",Divorce/Sep,0,Quint3,College,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,West
1,0.8893,1972,"(35,50]",Married,4+,Top 20%,College,Working Class,Missing_Ideo,Democrat,Republican President,Catholic,Weekly,Missing_relig_strength,Female,White,Employed,70’s,West
1,0.8893,1972,"[18,35]",Married,2,Quint2,High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Sometimes,Missing_relig_strength,Female,White,Other,70’s,West
1,0.8893,1972,"(50,65]",Married,0,Quint4,High School,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,West
1,0.8893,1972,"[18,35]",Married,1,Quint3,High School,Upper Class,Missing_Ideo,Republican,Republican President,Protestant,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,West
1,0.8893,1972,"(50,65]",Married,2,Quint3,High School,Working Class,Missing_Ideo,Democrat,Republican President,Catholic,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,West
1,0.8893,1972,"(50,65]",Married,2,Quint3,High School,Working Class,Missing_Ideo,Democrat,Republican President,Catholic,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,West
1,1.3339,1972,"[18,35]",Never Married,0,Quint2,High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Rarely,Missing_relig_strength,Male,White,Employed,70’s,West
1,0.8893,1972,"[18,35]",Married,1,Quint3,High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,West
1,0.8893,1972,"(50,65]",Married,4+,Missing_Inc,High School,Working Class,Missing_Ideo,Other,Republican President,Protestant,Sometimes,Missing_relig_strength,Female,White,Employed,70’s,West
1,0.8893,1972,"[18,35]",Never Married,0,Missing_Inc,High School,Middle Class,Missing_Ideo,Other,Republican President,Other,Sometimes,Missing_relig_strength,Female,White,Employed,70’s,West
1,1.7786,1972,"[18,35]",Married,2,Quint2,High School,Middle Class,Missing_Ideo,Democrat,Republican President,Catholic,Rarely,Missing_relig_strength,Male,White,Employed,70’s,West
1,0.8893,1972,"[18,35]",Married,1,Quint4,High School,Middle Class,Missing_Ideo,Democrat,Republican President,Catholic,Weekly,Missing_relig_strength,Female,White,Other,70’s,West
1,0.8893,1972,"(35,50]",Married,3,Quint3,High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Employed,70’s,West
1,0.8893,1972,"(35,50]",Married,4+,Top 20%,L/T High School,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,West
1,0.8893,1972,"[18,35]",Married,3,Quint3,College,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Rarely,Missing_relig_strength,Male,White,Employed,70’s,West
1,0.8893,1972,"(50,65]",Married,2,Top 20%,High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Rarely,Missing_relig_strength,Male,White,Employed,70’s,West
0,0.8893,1972,"(35,50]",Married,2,Quint3,High School,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,West
1,0.8893,1972,"[18,35]",Married,2,Quint3,High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,West
1,0.8893,1972,"(35,50]",Married,3,Top 20%,College,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Employed,70’s,West
1,0.8893,1972,"(50,65]",Married,3,Quint4,High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Employed,70’s,East
1,0.4446,1972,65+,Widowed,3,Bottom 20%,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Rarely,Missing_relig_strength,Male,White,Other,70’s,East
0,1.3339,1972,"(35,50]",Married,2,Quint2,L/T High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Rarely,Missing_relig_strength,Male,White,Employed,70’s,East
0,0.4446,1972,"(50,65]",Widowed,2,Bottom 20%,High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,East
0,0.4446,1972,65+,Widowed,4+,Bottom 20%,L/T High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Rarely,Missing_relig_strength,Male,White,Other,70’s,East
1,0.8893,1972,"[18,35]",Married,4+,Top 20%,L/T High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Rarely,Missing_relig_strength,Female,White,Other,70’s,East
0,1.3339,1972,65+,Married,0,Bottom 20%,L/T High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Rarely,Missing_relig_strength,Female,White,Other,70’s,East
1,0.8893,1972,"(35,50]",Married,4+,Quint4,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Rarely,Missing_relig_strength,Female,White,Other,70’s,East
1,0.8893,1972,"(35,50]",Married,2,Top 20%,High School,Middle Class,Missing_Ideo,Democrat,Republican President,Catholic,Weekly,Missing_relig_strength,Male,White,Employed,70’s,East
1,0.8893,1972,"[18,35]",Married,2,Quint3,High School,Working Class,Missing_Ideo,Republican,Republican President,Catholic,Weekly,Missing_relig_strength,Female,White,Other,70’s,East
1,1.3339,1972,"[18,35]",Never Married,0,Top 20%,High School,Middle Class,Missing_Ideo,Democrat,Republican President,Catholic,Weekly,Missing_relig_strength,Male,White,Other,70’s,East
1,1.3339,1972,"[18,35]",Never Married,0,Top 20%,High School,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Sometimes,Missing_relig_strength,Female,White,Employed,70’s,East
1,0.8893,1972,"(50,65]",Married,2,Quint3,High School,Middle Class,Missing_Ideo,Democrat,Republican President,Catholic,Sometimes,Missing_relig_strength,Female,White,Other,70’s,East
1,0.8893,1972,"(35,50]",Married,4+,Top 20%,High School,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,East
1,0.8893,1972,"(35,50]",Married,2,Top 20%,College,Middle Class,Missing_Ideo,Democrat,Republican President,Other,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,East
1,0.8893,1972,"(50,65]",Married,2,Quint4,High School,Middle Class,Missing_Ideo,Republican,Republican President,Catholic,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,East
1,0.8893,1972,"(35,50]",Married,3,Missing_Inc,High School,Working Class,Missing_Ideo,Other,Republican President,Catholic,Weekly,Missing_relig_strength,Female,White,Other,70’s,East
0,0.8893,1972,"[18,35]",Married,2,Quint2,High School,Working Class,Missing_Ideo,Democrat,Republican President,Catholic,Sometimes,Missing_relig_strength,Female,White,Other,70’s,East
1,0.8893,1972,"(35,50]",Divorce/Sep,2,Quint2,High School,Working Class,Missing_Ideo,Democrat,Republican President,Catholic,Rarely,Missing_relig_strength,Female,White,Employed,70’s,East
1,0.8893,1972,"(35,50]",Married,4+,Quint3,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Catholic,Weekly,Missing_relig_strength,Male,White,Employed,70’s,East
1,1.3339,1972,"(35,50]",Married,4+,Quint4,High School,Working Class,Missing_Ideo,Democrat,Republican President,Catholic,Sometimes,Missing_relig_strength,Female,White,Employed,70’s,East
1,0.8893,1972,"(35,50]",Married,1,Quint3,High School,Working Class,Missing_Ideo,Republican,Republican President,Catholic,Weekly,Missing_relig_strength,Female,White,Other,70’s,East
1,0.8893,1972,"[18,35]",Married,2,Quint4,High School,Working Class,Missing_Ideo,Other,Republican President,Catholic,Weekly,Missing_relig_strength,Male,White,Employed,70’s,East
1,0.8893,1972,"[18,35]",Married,1,Top 20%,High School,Middle Class,Missing_Ideo,Republican,Republican President,Catholic,Rarely,Missing_relig_strength,Male,White,Employed,70’s,East
1,0.8893,1972,"(50,65]",Married,4+,Quint2,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Catholic,Weekly,Missing_relig_strength,Female,White,Other,70’s,MidWest
1,0.8893,1972,"[18,35]",Married,0,Quint3,High School,Working Class,Missing_Ideo,Republican,Republican President,Catholic,Weekly,Missing_relig_strength,Female,White,Other,70’s,MidWest
1,0.8893,1972,"[18,35]",Married,4+,Bottom 20%,High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,MidWest
0,0.8893,1972,"(35,50]",Married,2,Quint4,L/T High School,Middle Class,Missing_Ideo,Republican,Republican President,Catholic,Weekly,Missing_relig_strength,Male,White,Employed,70’s,MidWest
1,0.8893,1972,"(35,50]",Married,4+,Quint2,High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Employed,70’s,MidWest
1,1.3339,1972,"(35,50]",Married,4+,Top 20%,L/T High School,Working Class,Missing_Ideo,Other,Republican President,Catholic,Weekly,Missing_relig_strength,Male,White,Employed,70’s,MidWest
0,0.8893,1972,"[18,35]",Married,1,Quint2,High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Employed,70’s,South
0,0.4446,1972,"(50,65]",Widowed,1,Quint2,High School,Working Class,Missing_Ideo,Other,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Employed,70’s,South
0,0.8893,1972,65+,Widowed,4+,Missing_Inc,L/T High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,South
0,0.4446,1972,65+,Widowed,0,Quint2,High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,South
0,0.8893,1972,"(35,50]",Divorce/Sep,4+,Quint2,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Rarely,Missing_relig_strength,Female,White,Employed,70’s,South
0,0.8893,1972,"[18,35]",Married,4+,Quint2,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Rarely,Missing_relig_strength,Female,White,Employed,70’s,South
0,1.3339,1972,"(35,50]",Married,3,Missing_Inc,High School,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Employed,70’s,South
1,0.8893,1972,"[18,35]",Married,2,Quint2,High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,South
0,0.4446,1972,65+,Never Married,0,Bottom 20%,L/T High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Other,70’s,South
1,0.8893,1972,"(35,50]",Married,1,Missing_Inc,L/T High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Sometimes,Missing_relig_strength,Female,White,Other,70’s,South
0,0.8893,1972,65+,Married,4+,Bottom 20%,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,South
0,0.8893,1972,"(50,65]",Married,3,Bottom 20%,L/T High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Employed,70’s,South
0,0.8893,1972,"(35,50]",Widowed,3,Bottom 20%,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Employed,70’s,South
1,0.8893,1972,"[18,35]",Married,4+,Quint3,High School,Middle Class,Missing_Ideo,Other,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,MidWest
0,0.8893,1972,"(50,65]",Never Married,0,Quint3,High School,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Employed,70’s,MidWest
1,0.8893,1972,"(50,65]",Married,1,Quint3,L/T High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Employed,70’s,MidWest
1,0.4446,1972,65+,Widowed,4+,Bottom 20%,L/T High School,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Sometimes,Missing_relig_strength,Male,White,Other,70’s,MidWest
1,1.3339,1972,"(50,65]",Married,4+,Bottom 20%,College,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Sometimes,Missing_relig_strength,Male,White,Unemployed,70’s,MidWest
1,0.8893,1972,65+,Never Married,0,Quint2,L/T High School,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Unemployed,70’s,MidWest
0,0.8893,1972,"(50,65]",Married,3,Quint3,L/T High School,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Other,70’s,MidWest
0,1.3339,1972,"(35,50]",Married,4+,Quint3,High School,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,MidWest
1,1.3339,1972,"(50,65]",Married,2,Top 20%,L/T High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Employed,70’s,MidWest
1,0.8893,1972,"(50,65]",Married,3,Quint2,High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Sometimes,Missing_relig_strength,Female,White,Other,70’s,MidWest
1,0.8893,1972,"(50,65]",Married,3,Top 20%,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,MidWest
1,1.3339,1972,"(35,50]",Married,4+,Top 20%,High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,MidWest
1,0.8893,1972,"(50,65]",Married,0,Quint4,L/T High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Employed,70’s,MidWest
0,0.8893,1972,"(50,65]",Married,4+,Top 20%,High School,Working Class,Missing_Ideo,Other,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Employed,70’s,MidWest
1,0.8893,1972,"(50,65]",Married,0,Top 20%,High School,Working Class,Missing_Ideo,Other,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Employed,70’s,East
1,0.8893,1972,"[18,35]",Married,2,Top 20%,College,Working Class,Missing_Ideo,Republican,Republican President,Catholic,Rarely,Missing_relig_strength,Male,White,Employed,70’s,East
1,1.7786,1972,"(35,50]",Married,4+,Top 20%,High School,Middle Class,Missing_Ideo,Republican,Republican President,Catholic,Weekly,Missing_relig_strength,Female,White,Other,70’s,East
1,1.7786,1972,"(50,65]",Married,2,Quint4,High School,Working Class,Missing_Ideo,Other,Republican President,Catholic,Weekly,Missing_relig_strength,Male,White,Employed,70’s,East
1,0.8893,1972,"[18,35]",Married,3,Quint4,L/T High School,Working Class,Missing_Ideo,Other,Republican President,Catholic,Weekly,Missing_relig_strength,Female,White,Employed,70’s,East
0,0.8893,1972,"(35,50]",Married,2,Top 20%,High School,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,East
1,0.8893,1972,"(35,50]",Married,4+,Top 20%,High School,Working Class,Missing_Ideo,Democrat,Republican President,Catholic,Weekly,Missing_relig_strength,Female,White,Other,70’s,East
1,1.3339,1972,"[18,35]",Never Married,0,Top 20%,High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Rarely,Missing_relig_strength,Male,White,Employed,70’s,East
0,0.8893,1972,"[18,35]",Married,1,Quint4,High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Rarely,Missing_relig_strength,Male,White,Employed,70’s,South
0,0.8893,1972,"[18,35]",Married,0,Quint3,College,Middle Class,Missing_Ideo,Republican,Republican President,Other,Rarely,Missing_relig_strength,Male,White,Employed,70’s,South
0,0.8893,1972,"[18,35]",Married,3,Quint3,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Rarely,Missing_relig_strength,Female,White,Other,70’s,South
1,0.8893,1972,"[18,35]",Married,0,Quint3,High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Other,70’s,South
0,0.4446,1972,"[18,35]",Divorce/Sep,1,Quint2,High School,Working Class,Missing_Ideo,Other,Republican President,Protestant,Sometimes,Missing_relig_strength,Female,White,Employed,70’s,South
0,0.8893,1972,"[18,35]",Married,2,Quint3,L/T High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Sometimes,Missing_relig_strength,Female,White,Other,70’s,South
0,0.4446,1972,"[18,35]",Never Married,0,Quint4,High School,Middle Class,Missing_Ideo,Other,Republican President,Protestant,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,South
1,0.4446,1972,"[18,35]",Divorce/Sep,2,Quint2,High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Sometimes,Missing_relig_strength,Female,White,Employed,70’s,South
1,0.8893,1972,"[18,35]",Married,0,Quint2,High School,Working Class,Missing_Ideo,Democrat,Republican President,Catholic,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,South
1,0.8893,1972,"(35,50]",Married,4+,Top 20%,L/T High School,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,South
0,0.8893,1972,"(35,50]",Married,3,Top 20%,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,South
1,0.8893,1972,"(35,50]",Married,3,Quint3,High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,South
1,1.7786,1972,"(50,65]",Married,4+,Top 20%,L/T High School,Middle Class,Missing_Ideo,Other,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,South
0,1.7786,1972,"(35,50]",Married,4+,Quint2,L/T High School,Working Class,Missing_Ideo,Other,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,South
1,0.8893,1972,"(35,50]",Married,4+,Quint3,,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,South
0,0.4446,1972,65+,Widowed,0,Bottom 20%,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Sometimes,Missing_relig_strength,Male,White,Other,70’s,South
1,0.8893,1972,"(35,50]",Married,1,Quint2,L/T High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,South
1,0.4446,1972,"[18,35]",Divorce/Sep,2,Bottom 20%,L/T High School,Working Class,Missing_Ideo,Other,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,South
1,0.8893,1972,"[18,35]",Married,3,Quint3,L/T High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Rarely,Missing_relig_strength,Female,White,Employed,70’s,South
0,0.8893,1972,"[18,35]",Married,1,Quint2,L/T High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,South
0,0.8893,1972,65+,Married,0,Bottom 20%,L/T High School,Middle Class,Missing_Ideo,Democrat,Republican President,Catholic,Weekly,Missing_relig_strength,Male,White,Other,70’s,South
0,0.8893,1972,65+,Married,1,Bottom 20%,L/T High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Other,70’s,South
1,0.8893,1972,"(35,50]",Married,2,Top 20%,High School,Middle Class,Missing_Ideo,Republican,Republican President,Other,Rarely,Missing_relig_strength,Male,White,Employed,70’s,MidWest
1,0.8893,1972,"(35,50]",Married,2,Quint4,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Employed,70’s,MidWest
1,0.8893,1972,"(50,65]",Married,1,Quint4,L/T High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Employed,70’s,MidWest
1,0.8893,1972,"(50,65]",Married,0,Top 20%,High School,Middle Class,Missing_Ideo,Democrat,Republican President,Catholic,Weekly,Missing_relig_strength,Female,White,Other,70’s,MidWest
1,0.8893,1972,65+,Married,3,Bottom 20%,L/T High School,Middle Class,Missing_Ideo,Republican,Republican President,Catholic,Weekly,Missing_relig_strength,Female,White,Other,70’s,MidWest
1,0.8893,1972,65+,Married,0,Quint2,L/T High School,Middle Class,Missing_Ideo,Democrat,Republican President,Catholic,Weekly,Missing_relig_strength,Male,White,Employed,70’s,MidWest
1,0.8893,1972,"[18,35]",Married,1,Top 20%,College,Middle Class,Missing_Ideo,Republican,Republican President,Catholic,Weekly,Missing_relig_strength,Male,White,Employed,70’s,MidWest
1,0.8893,1972,"(35,50]",Married,3,Top 20%,High School,Middle Class,Missing_Ideo,Democrat,Republican President,Catholic,Weekly,Missing_relig_strength,Male,White,Employed,70’s,MidWest
1,0.8893,1972,65+,Never Married,0,Bottom 20%,College,Middle Class,Missing_Ideo,Republican,Republican President,Protestant,Rarely,Missing_relig_strength,Female,White,Other,70’s,MidWest
0,0.8893,1972,"[18,35]",Married,0,Quint3,College,Middle Class,Missing_Ideo,Democrat,Republican President,Catholic,Weekly,Missing_relig_strength,Female,White,Other,70’s,MidWest
1,0.4446,1972,"(50,65]",Never Married,0,Bottom 20%,High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Sometimes,Missing_relig_strength,Female,White,Other,70’s,MidWest
0,0.8893,1972,"(50,65]",Married,1,Quint3,L/T High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,MidWest
1,0.8893,1972,"[18,35]",Married,2,Quint3,L/T High School,Working Class,Missing_Ideo,Other,Republican President,Protestant,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,MidWest
0,0.8893,1972,"(50,65]",Married,1,Quint4,High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Employed,70’s,MidWest
0,0.8893,1972,65+,Married,3,Bottom 20%,College,Upper Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Other,70’s,MidWest
1,0.8893,1972,"(35,50]",Married,3,Quint4,L/T High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Sometimes,Missing_relig_strength,Male,White,Employed,70’s,MidWest
1,0.8893,1972,"(35,50]",Married,4+,Quint3,High School,Working Class,Missing_Ideo,Republican,Republican President,Other,Rarely,Missing_relig_strength,Male,White,Employed,70’s,MidWest
1,1.3339,1972,"(50,65]",Married,3,Quint2,High School,Working Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,MidWest
1,0.8893,1972,"[18,35]",Married,2,Quint3,College,Middle Class,Missing_Ideo,Democrat,Republican President,Catholic,Sometimes,Missing_relig_strength,Female,White,Other,70’s,MidWest
0,0.8893,1972,"(50,65]",Married,4+,Bottom 20%,High School,Working Class,Missing_Ideo,Democrat,Republican President,Catholic,Rarely,Missing_relig_strength,Male,Non White,Other,70’s,MidWest
1,0.8893,1972,"(35,50]",Married,4+,Quint4,College,Middle Class,Missing_Ideo,Republican,Republican President,Catholic,Weekly,Missing_relig_strength,Male,White,Employed,70’s,MidWest
1,0.8893,1972,"[18,35]",Married,1,Missing_Inc,High School,Middle Class,Missing_Ideo,Republican,Republican President,Other,Rarely,Missing_relig_strength,Female,White,Employed,70’s,MidWest
1,1.7786,1972,"[18,35]",Never Married,0,Quint2,High School,Working Class,Missing_Ideo,Republican,Republican President,Catholic,Rarely,Missing_relig_strength,Male,Non White,Employed,70’s,MidWest
1,0.4446,1972,65+,Widowed,3,Bottom 20%,High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,70’s,MidWest
1,0.8893,1972,"(50,65]",Married,4+,Quint2,L/T High School,Middle Class,Missing_Ideo,Democrat,Republican President,Protestant,Rarely,Missing_relig_strength,Female,White,Other,70’s,MidWest
