parsol,wtssall,year,Age,Marital_Status,Kids,Income,Education,Subj_class,Ideology,PolParty,RedBluePres,Religion,ChurchAttendance,ReligiousStrength,Gender,Race,Work_Status,Decade,Census_Region
0,0.5432,1996,"[18,35]",Divorce/Sep,1,Quint2,College,Working Class,Moderate,Democrat,Democrat President,Catholic,Weekly,Strong,Female,White,Employed,90’s,MidWest
1,1.0864,1996,"(35,50]",Married,2,Top 20%,College,Middle Class,Moderate,Democrat,Democrat President,Protestant,Weekly,Strong,Male,White,Employed,90’s,MidWest
1,1.6295,1996,"(35,50]",Divorce/Sep,1,Missing_Inc,High School,Working Class,Liberal,Republican,Democrat President,Protestant,Rarely,Somewhat Strong,Female,White,Employed,90’s,MidWest
0,0.5432,1996,"(35,50]",Divorce/Sep,2,Quint4,College,Middle Class,Conservative,Republican,Democrat President,Protestant,Weekly,Somewhat Strong,Female,White,Employed,90’s,MidWest
0,1.0864,1996,"(35,50]",Married,0,Top 20%,Graduate,Middle Class,Liberal,Democrat,Democrat President,Protestant,Rarely,Not Strong,Female,White,Employed,90’s,MidWest
0,0.5432,1996,"[18,35]",Married,1,Bottom 20%,High School,Working Class,Conservative,Republican,Democrat President,Protestant,Weekly,Strong,Male,White,Other,90’s,MidWest
0,1.0864,1996,"[18,35]",Widowed,0,Bottom 20%,High School,Working Class,Conservative,Republican,Democrat President,Other,Weekly,Strong,Male,White,Employed,90’s,MidWest
0,1.6295,1996,65+,Never Married,0,Quint4,High School,Middle Class,Moderate,Democrat,Democrat President,Catholic,Rarely,Not Strong,Male,White,Employed,90’s,MidWest
0,0.5432,1996,"[18,35]",Divorce/Sep,1,Quint2,High School,Middle Class,Conservative,Democrat,Democrat President,Protestant,Weekly,Somewhat Strong,Female,White,Employed,90’s,MidWest
0,0.5432,1996,65+,Widowed,4+,Quint2,College,Middle Class,Liberal,Democrat,Democrat President,Protestant,Rarely,Not Strong,Female,White,Other,90’s,MidWest
0,0.5432,1996,"(35,50]",Married,0,Top 20%,College,Middle Class,Moderate,Democrat,Democrat President,Protestant,Rarely,Somewhat Strong,Female,White,Employed,90’s,MidWest
0,1.0864,1996,65+,Married,0,Missing_Inc,High School,Working Class,Moderate,Democrat,Democrat President,Catholic,Weekly,Somewhat Strong,Female,White,Other,90’s,MidWest
1,1.0864,1996,"(35,50]",Married,1,Quint3,High School,Middle Class,Conservative,Republican,Democrat President,Protestant,Weekly,Strong,Female,White,Employed,90’s,MidWest
0,1.6295,1996,"[18,35]",Married,1,Quint3,High School,Working Class,Moderate,Republican,Democrat President,Protestant,Rarely,Not Strong,Female,White,Employed,90’s,MidWest
0,1.0864,1996,"[18,35]",Married,2,Quint4,College,Middle Class,Conservative,Republican,Democrat President,Protestant,Sometimes,Not Strong,Male,White,Employed,90’s,MidWest
0,1.0864,1996,"[18,35]",Divorce/Sep,1,Quint3,High School,Working Class,Moderate,Republican,Democrat President,Protestant,Sometimes,Strong,Male,White,Employed,90’s,MidWest
0,1.0864,1996,"(35,50]",Married,2,Quint3,College,Working Class,Conservative,Republican,Democrat President,Protestant,Weekly,Strong,Male,White,Employed,90’s,South
0,1.0864,1996,"[18,35]",Married,0,Quint3,L/T High School,Working Class,Missing_Ideo,Other,Democrat President,Protestant,Sometimes,Strong,Male,White,Employed,90’s,South
1,1.0864,1996,"[18,35]",Never Married,0,Bottom 20%,L/T High School,Middle Class,Conservative,Republican,Democrat President,Other,Rarely,Not Strong,Male,White,Employed,90’s,South
0,0.5432,1996,"(35,50]",Divorce/Sep,1,Bottom 20%,High School,Working Class,Moderate,Republican,Democrat President,Protestant,Sometimes,Strong,Female,White,Employed,90’s,South
0,1.0864,1996,65+,Married,4+,Bottom 20%,High School,Working Class,Liberal,Democrat,Democrat President,Protestant,Weekly,Strong,Male,Non White,Other,90’s,South
0,1.6295,1996,"[18,35]",Never Married,0,Quint2,High School,Working Class,Conservative,Republican,Democrat President,Protestant,Sometimes,Not Strong,Male,White,Employed,90’s,South
1,1.0864,1996,"(35,50]",Married,,Quint2,L/T High School,Working Class,Moderate,Republican,Democrat President,Protestant,Weekly,Strong,Male,Non White,Employed,90’s,South
0,0.5432,1996,"[18,35]",Never Married,0,Quint2,College,Working Class,Liberal,Democrat,Democrat President,Protestant,Weekly,Strong,Female,White,Employed,90’s,South
0,0.5432,1996,65+,Widowed,2,Missing_Inc,L/T High School,Middle Class,Liberal,Democrat,Democrat President,Protestant,Weekly,Strong,Female,White,Other,90’s,South
0,0.5432,1996,"(35,50]",Divorce/Sep,0,Bottom 20%,High School,Working Class,Moderate,Other,Democrat President,Protestant,Sometimes,Not Strong,Female,White,Employed,90’s,South
0,1.6295,1996,"[18,35]",Never Married,0,Bottom 20%,High School,Working Class,Conservative,Democrat,Democrat President,Other,Rarely,Not Strong,Female,White,Employed,90’s,South
0,0.5432,1996,"[18,35]",Never Married,0,Quint3,College,Middle Class,Conservative,Democrat,Democrat President,Protestant,Weekly,Not Strong,Male,White,Employed,90’s,South
0,1.0864,1996,"(35,50]",Divorce/Sep,2,Quint3,High School,Middle Class,Conservative,Republican,Democrat President,Protestant,Sometimes,Strong,Female,White,Employed,90’s,South
0,1.0864,1996,"[18,35]",Married,1,Quint3,High School,Working Class,Moderate,Republican,Democrat President,Protestant,Sometimes,Not Strong,Female,White,Other,90’s,South
1,1.0864,1996,"[18,35]",Married,1,Quint4,High School,Working Class,Moderate,Republican,Democrat President,Other,Weekly,Strong,Male,White,Employed,90’s,South
0,0.5432,1996,"(35,50]",Divorce/Sep,2,Quint2,High School,Working Class,Moderate,Democrat,Democrat President,Protestant,Sometimes,Not Strong,Male,White,Employed,90’s,South
0,0.5432,1996,"(50,65]",Divorce/Sep,3,Bottom 20%,L/T High School,Working Class,Moderate,Democrat,Democrat President,Catholic,Sometimes,Strong,Female,White,Unemployed,90’s,South
0,1.0864,1996,"(50,65]",Married,2,Quint4,College,Middle Class,Conservative,Republican,Democrat President,Protestant,Weekly,Strong,Female,White,Other,90’s,South
0,1.0864,1996,"(35,50]",Married,0,Quint4,High School,Middle Class,Moderate,Democrat,Democrat President,Protestant,Weekly,Strong,Male,White,Employed,90’s,South
1,0.5432,1996,65+,Widowed,4+,Quint4,High School,Middle Class,Moderate,Republican,Democrat President,Catholic,Weekly,Strong,Female,White,Other,90’s,South
0,0.5432,1996,65+,Married,3,Quint4,High School,Middle Class,Conservative,Republican,Democrat President,Protestant,Sometimes,Not Strong,Female,White,Other,90’s,South
1,1.6295,1996,"[18,35]",Never Married,0,Top 20%,High School,Working Class,Moderate,Other,Democrat President,Protestant,Rarely,Not Strong,Female,White,Employed,90’s,South
0,1.0864,1996,"(35,50]",Divorce/Sep,2,Quint3,College,Middle Class,Moderate,Republican,Democrat President,Protestant,Weekly,Not Strong,Female,White,Employed,90’s,South
0,1.0864,1996,65+,Widowed,3,Missing_Inc,High School,Middle Class,Conservative,Republican,Democrat President,Protestant,,Missing_relig_strength,Female,White,Other,90’s,South
1,1.0864,1996,"(35,50]",Married,0,Top 20%,College,Middle Class,Liberal,Republican,Democrat President,Other,Rarely,Not Strong,Female,White,Employed,90’s,South
0,1.0864,1996,"(50,65]",Married,3,Missing_Inc,Graduate,Middle Class,Conservative,Democrat,Democrat President,Protestant,Rarely,Not Strong,Male,White,Unemployed,90’s,South
0,1.0864,1996,"[18,35]",Never Married,0,Missing_Inc,High School,Middle Class,Moderate,Republican,Democrat President,Protestant,Weekly,Strong,Female,White,Other,90’s,South
1,1.0864,1996,65+,Married,1,Quint4,High School,Working Class,Conservative,Republican,Democrat President,Protestant,Rarely,Not Strong,Female,White,Other,90’s,South
0,1.0864,1996,"[18,35]",Divorce/Sep,0,Quint3,High School,Middle Class,Liberal,Republican,Democrat President,Other,Rarely,Not Strong,Male,White,Other,90’s,South
0,0.5432,1996,"(35,50]",Divorce/Sep,1,Quint3,Graduate,Middle Class,Moderate,Republican,Democrat President,Protestant,Sometimes,Somewhat Strong,Female,White,Employed,90’s,South
1,1.0864,1996,"(35,50]",Married,2,Top 20%,College,Upper Class,Conservative,Republican,Democrat President,Protestant,,Missing_relig_strength,Male,White,Employed,90’s,South
1,1.0864,1996,"[18,35]",Married,1,Quint4,High School,Working Class,Liberal,Democrat,Democrat President,Catholic,Sometimes,Not Strong,Female,Non White,Employed,90’s,South
0,0.5432,1996,"(35,50]",Divorce/Sep,4+,Quint3,High School,Upper Class,Moderate,Republican,Democrat President,Other,Rarely,Not Strong,Male,White,Employed,90’s,South
0,0.5432,1996,"(50,65]",Divorce/Sep,4+,Bottom 20%,High School,Working Class,Conservative,Democrat,Democrat President,Catholic,Weekly,Strong,Female,White,Other,90’s,South
1,2.1727,1996,"[18,35]",Married,1,Top 20%,High School,Working Class,Conservative,Republican,Democrat President,Catholic,Rarely,Not Strong,Male,White,Employed,90’s,South
1,1.0864,1996,65+,Widowed,4+,Quint3,L/T High School,Middle Class,Moderate,Democrat,Democrat President,Protestant,Weekly,Strong,Female,Non White,Other,90’s,South
0,1.0864,1996,"[18,35]",Married,0,Top 20%,College,Working Class,Conservative,Democrat,Democrat President,Protestant,Sometimes,Not Strong,Female,White,Employed,90’s,South
0,1.0864,1996,"(50,65]",Married,3,Bottom 20%,L/T High School,Middle Class,Moderate,Republican,Democrat President,Protestant,Weekly,Strong,Male,White,Employed,90’s,South
0,1.0864,1996,"(35,50]",Never Married,0,Quint3,L/T High School,Middle Class,Conservative,Republican,Democrat President,Protestant,Rarely,Not Strong,Female,White,Other,90’s,South
1,1.0864,1996,"(35,50]",Married,2,Top 20%,High School,Middle Class,Conservative,Republican,Democrat President,Protestant,Rarely,Not Strong,Male,White,Employed,90’s,South
0,0.5432,1996,"(50,65]",Divorce/Sep,4+,Quint2,High School,Working Class,Conservative,Republican,Democrat President,Protestant,Rarely,Not Strong,Male,White,Employed,90’s,South
1,1.0864,1996,65+,Married,0,Top 20%,L/T High School,Upper Class,Conservative,Democrat,Democrat President,Catholic,Weekly,Strong,Male,White,Other,90’s,South
0,0.5432,1996,"(35,50]",Divorce/Sep,3,Missing_Inc,Graduate,Upper Class,Moderate,Republican,Democrat President,Other,Rarely,Not Strong,Male,White,Employed,90’s,South
1,0.5432,1996,"(50,65]",Never Married,0,Missing_Inc,High School,Upper Class,Liberal,Democrat,Democrat President,Other,Rarely,Not Strong,Male,White,Employed,90’s,South
0,0.5432,1996,65+,Divorce/Sep,3,Top 20%,College,Upper Class,Liberal,Democrat,Democrat President,Other,Rarely,Strong,Male,White,Employed,90’s,South
0,1.0864,1996,65+,Married,,Quint3,High School,Middle Class,Liberal,Other,Democrat President,Catholic,Rarely,Not Strong,Male,White,Other,90’s,South
0,0.5432,1996,"(50,65]",Divorce/Sep,2,Quint4,College,Upper Class,Moderate,Democrat,Democrat President,Other,Sometimes,Not Strong,Female,White,Employed,90’s,South
0,1.6295,1996,65+,Widowed,,Quint2,High School,Working Class,Liberal,Democrat,Democrat President,Protestant,Weekly,Somewhat Strong,Female,Non White,Other,90’s,South
1,1.0864,1996,65+,Married,3,Missing_Inc,L/T High School,Working Class,Conservative,Democrat,Democrat President,Protestant,Rarely,Strong,Male,White,Other,90’s,South
0,0.5432,1996,"(50,65]",Divorce/Sep,0,Bottom 20%,L/T High School,Working Class,Moderate,Democrat,Democrat President,Protestant,Sometimes,Not Strong,Female,Non White,Employed,90’s,South
0,0.5432,1996,"[18,35]",Never Married,0,Quint3,High School,Middle Class,Conservative,Republican,Democrat President,Protestant,Weekly,Strong,Male,White,Employed,90’s,South
0,1.6295,1996,"[18,35]",Married,0,Quint3,High School,Working Class,Missing_Ideo,Republican,Democrat President,Other,Rarely,Somewhat Strong,Female,White,Employed,90’s,South
1,1.0864,1996,"[18,35]",Married,1,Top 20%,High School,Working Class,Conservative,Republican,Democrat President,Protestant,Weekly,Strong,Female,White,Employed,90’s,South
1,1.0864,1996,"(50,65]",Married,2,Quint3,L/T High School,Working Class,Conservative,Democrat,Democrat President,Protestant,Rarely,Not Strong,Male,White,Employed,90’s,South
1,0.5432,1996,65+,Divorce/Sep,2,Bottom 20%,L/T High School,Middle Class,Conservative,Republican,Democrat President,Protestant,Sometimes,Strong,Male,White,Other,90’s,South
0,1.0864,1996,"(35,50]",Married,2,Quint4,High School,Working Class,Moderate,Other,Democrat President,Protestant,Rarely,Not Strong,Female,White,Other,90’s,South
1,1.0864,1996,65+,Married,3,Quint3,High School,Middle Class,Conservative,Democrat,Democrat President,Protestant,Weekly,Strong,Female,White,Other,90’s,South
0,1.0864,1996,"(35,50]",Married,0,Missing_Inc,High School,Middle Class,Moderate,Democrat,Democrat President,Protestant,Weekly,Strong,Male,Non White,Employed,90’s,South
1,1.0864,1996,"[18,35]",Married,1,Missing_Inc,High School,Middle Class,Conservative,Republican,Democrat President,Protestant,Sometimes,Not Strong,Male,White,Employed,90’s,South
0,1.0864,1996,"(35,50]",Married,3,Top 20%,College,Middle Class,Moderate,Republican,Democrat President,Catholic,Sometimes,Not Strong,Female,White,Employed,90’s,South
0,1.0864,1996,"[18,35]",Never Married,0,Missing_Inc,High School,Middle Class,Conservative,Other,Democrat President,Protestant,Rarely,Strong,Female,White,Employed,90’s,South
1,1.0864,1996,65+,Married,3,Bottom 20%,L/T High School,Working Class,Conservative,Democrat,Democrat President,Protestant,Weekly,Strong,Female,White,Other,90’s,South
0,1.0864,1996,"[18,35]",Married,4+,Quint4,College,Middle Class,Moderate,Republican,Democrat President,Catholic,Rarely,Not Strong,Female,White,Employed,90’s,South
1,0.5432,1996,65+,Widowed,2,Missing_Inc,L/T High School,Middle Class,Conservative,Democrat,Democrat President,Protestant,Weekly,Not Strong,Female,White,Other,90’s,South
0,1.0864,1996,"(50,65]",Married,3,Top 20%,High School,Middle Class,Conservative,Republican,Democrat President,Protestant,Weekly,Strong,Female,White,Other,90’s,South
1,1.0864,1996,"(50,65]",Married,4+,Quint4,High School,Working Class,Conservative,Other,Democrat President,Protestant,Weekly,Strong,Male,White,Employed,90’s,South
1,0.5432,1996,"[18,35]",Divorce/Sep,1,Quint4,College,Middle Class,Conservative,Republican,Democrat President,Protestant,Sometimes,Strong,Male,White,Employed,90’s,South
0,1.0864,1996,"[18,35]",Never Married,2,Top 20%,High School,Working Class,Moderate,Democrat,Democrat President,Protestant,Weekly,Not Strong,Female,White,Employed,90’s,South
0,1.0864,1996,"[18,35]",Divorce/Sep,1,Quint4,High School,Working Class,Conservative,Republican,Democrat President,Protestant,Sometimes,Not Strong,Female,White,Employed,90’s,South
1,1.0864,1996,"(35,50]",Married,2,Top 20%,College,Upper Class,Conservative,Republican,Democrat President,Protestant,Sometimes,Strong,Male,White,Employed,90’s,South
1,1.0864,1996,65+,Married,4+,Quint4,College,Middle Class,Conservative,Republican,Democrat President,Catholic,Rarely,Not Strong,Male,White,Other,90’s,South
1,1.0864,1996,"(50,65]",Married,2,Quint4,High School,Working Class,Conservative,Republican,Democrat President,Protestant,Sometimes,Strong,Male,White,Employed,90’s,South
1,0.5432,1996,65+,Never Married,0,Quint2,College,Middle Class,Liberal,Democrat,Democrat President,Protestant,Weekly,Strong,Female,White,Other,90’s,South
0,0.5432,1996,65+,Divorce/Sep,2,Quint2,High School,Middle Class,Conservative,Republican,Democrat President,Protestant,Sometimes,Not Strong,Male,White,Other,90’s,South
0,1.0864,1996,"(35,50]",Married,3,Missing_Inc,High School,Middle Class,Conservative,Democrat,Democrat President,Protestant,Sometimes,Not Strong,Female,White,Employed,90’s,South
0,0.5432,1996,"(35,50]",Divorce/Sep,1,Quint3,College,Middle Class,Liberal,Other,Democrat President,Other,Rarely,Not Strong,Female,White,Other,90’s,South
0,0.5432,1996,"(35,50]",Never Married,0,Quint3,High School,Middle Class,Conservative,Republican,Democrat President,Protestant,Rarely,Not Strong,Male,White,Employed,90’s,South
1,1.0864,1996,"[18,35]",Married,0,Quint3,High School,Working Class,Moderate,Democrat,Democrat President,Protestant,Rarely,Not Strong,Female,White,Employed,90’s,South
0,0.5432,1996,"(50,65]",Divorce/Sep,2,Bottom 20%,High School,Middle Class,Moderate,Other,Democrat President,Protestant,Rarely,Not Strong,Male,White,Employed,90’s,South
0,1.0864,1996,"[18,35]",Married,0,Quint2,High School,Working Class,Moderate,Republican,Democrat President,Protestant,Rarely,Strong,Male,White,Employed,90’s,South
1,0.5432,1996,"(35,50]",Divorce/Sep,1,Quint2,College,Working Class,Conservative,Democrat,Democrat President,Protestant,Rarely,Somewhat Strong,Female,White,Employed,90’s,South
0,0.5432,1996,"(35,50]",Divorce/Sep,2,Top 20%,College,Middle Class,Conservative,Republican,Democrat President,Protestant,Sometimes,Not Strong,Male,White,Employed,90’s,South
0,1.6295,1996,"(35,50]",Married,2,Quint3,High School,Working Class,Moderate,Republican,Democrat President,Protestant,Weekly,Strong,Female,White,Employed,90’s,South
0,0.5432,1996,"(35,50]",Widowed,2,Quint4,College,Middle Class,Moderate,Democrat,Democrat President,Protestant,Sometimes,Not Strong,Female,White,Employed,90’s,South
1,1.0864,1996,"(50,65]",Married,2,Top 20%,High School,Working Class,Liberal,Republican,Democrat President,Protestant,Weekly,Strong,Female,White,Employed,90’s,South
0,1.0864,1996,"[18,35]",Never Married,1,Bottom 20%,L/T High School,Working Class,Conservative,Other,Democrat President,Other,Rarely,Not Strong,Female,White,Employed,90’s,South
0,1.0864,1996,"(50,65]",Widowed,3,Bottom 20%,L/T High School,Working Class,Missing_Ideo,Democrat,Democrat President,Protestant,Rarely,Missing_relig_strength,Male,White,Employed,90’s,South
0,1.0864,1996,"(35,50]",Married,4+,Bottom 20%,L/T High School,Working Class,Moderate,Democrat,Democrat President,Protestant,Rarely,Somewhat Strong,Female,White,Employed,90’s,South
1,1.0864,1996,"(35,50]",Married,3,Quint4,High School,Working Class,Conservative,Other,Democrat President,Other,Rarely,Not Strong,Female,White,Employed,90’s,South
0,1.0864,1996,"[18,35]",Married,2,Quint4,High School,Working Class,Moderate,Republican,Democrat President,Protestant,Weekly,Strong,Female,White,Other,90’s,South
0,2.1727,1996,"[18,35]",Never Married,0,Top 20%,High School,Working Class,Moderate,Republican,Democrat President,Protestant,Sometimes,Not Strong,Male,White,Employed,90’s,South
0,1.0864,1996,"(35,50]",Married,4+,Top 20%,College,Upper Class,Liberal,Democrat,Democrat President,Other,Sometimes,Not Strong,Male,White,Employed,90’s,South
1,1.0864,1996,65+,Married,3,Top 20%,High School,Middle Class,Conservative,Republican,Democrat President,Protestant,Weekly,Not Strong,Male,White,Employed,90’s,South
0,1.0864,1996,"(50,65]",Married,4+,Missing_Inc,College,Upper Class,Conservative,Republican,Democrat President,Protestant,Weekly,Strong,Female,White,Other,90’s,South
1,0.5432,1996,65+,Divorce/Sep,0,Missing_Inc,High School,Middle Class,Conservative,Republican,Democrat President,Protestant,Sometimes,Strong,Female,White,Other,90’s,South
1,0.5432,1996,"(35,50]",Divorce/Sep,1,Quint3,High School,Working Class,Liberal,Democrat,Democrat President,Catholic,Rarely,Not Strong,Female,White,Employed,90’s,South
0,1.0864,1996,"(50,65]",Married,1,Top 20%,High School,Middle Class,Conservative,Democrat,Democrat President,Protestant,Weekly,Strong,Female,Non White,Employed,90’s,South
0,1.0864,1996,"(35,50]",Married,1,Quint2,L/T High School,Middle Class,Conservative,Other,Democrat President,Protestant,Weekly,Strong,Female,Non White,Employed,90’s,South
1,1.6295,1996,"(35,50]",Married,2,Quint4,College,Middle Class,Moderate,Democrat,Democrat President,Other,Rarely,Not Strong,Male,White,Employed,90’s,South
0,0.5432,1996,"(35,50]",Widowed,2,Quint3,High School,Working Class,Moderate,Other,Democrat President,Protestant,Rarely,Not Strong,Female,White,Employed,90’s,South
1,0.5432,1996,"(50,65]",Divorce/Sep,2,Quint3,High School,Working Class,Moderate,Democrat,Democrat President,Catholic,Sometimes,Somewhat Strong,Male,White,Employed,90’s,South
0,0.5432,1996,"[18,35]",Never Married,0,Quint3,College,Working Class,Moderate,Republican,Democrat President,Protestant,Sometimes,Not Strong,Female,White,Employed,90’s,South
0,0.5432,1996,"(35,50]",Divorce/Sep,2,Quint3,High School,Middle Class,Liberal,Democrat,Democrat President,Protestant,Rarely,Not Strong,Female,White,Employed,90’s,South
0,1.0864,1996,"[18,35]",Married,1,Quint3,High School,Middle Class,Moderate,Republican,Democrat President,Protestant,Sometimes,Not Strong,Female,White,Employed,90’s,South
0,0.5432,1996,"[18,35]",Never Married,0,Bottom 20%,Graduate,Middle Class,Conservative,Democrat,Democrat President,Protestant,Sometimes,Not Strong,Female,Non White,Employed,90’s,South
0,0.5432,1996,"[18,35]",Never Married,0,Quint3,College,Middle Class,Conservative,Republican,Democrat President,Protestant,Rarely,Not Strong,Male,White,Other,90’s,South
0,1.0864,1996,"[18,35]",Never Married,0,Quint3,College,Working Class,Moderate,Republican,Democrat President,Catholic,Rarely,Not Strong,Female,White,Employed,90’s,South
1,0.5432,1996,65+,Widowed,1,Bottom 20%,College,Middle Class,Conservative,Democrat,Democrat President,Protestant,Sometimes,Strong,Female,White,Other,90’s,South
0,1.0864,1996,"(35,50]",Married,2,Quint3,High School,Middle Class,Conservative,Republican,Democrat President,Protestant,Weekly,Strong,Male,White,Employed,90’s,South
0,0.5432,1996,"(35,50]",Never Married,0,Quint4,Graduate,Middle Class,Liberal,Democrat,Democrat President,Protestant,Sometimes,Strong,Male,White,Employed,90’s,South
1,0.5432,1996,65+,Widowed,2,Bottom 20%,L/T High School,Working Class,Missing_Ideo,Other,Democrat President,Protestant,Sometimes,Strong,Female,White,Other,90’s,South
0,1.0864,1996,"[18,35]",Married,0,Quint4,High School,Middle Class,Conservative,Republican,Democrat President,Protestant,Sometimes,Not Strong,Male,White,Employed,90’s,South
1,1.0864,1996,65+,Married,4+,Quint2,High School,Working Class,Conservative,Republican,Democrat President,Catholic,Weekly,Strong,Female,White,Other,90’s,South
1,1.0864,1996,"(35,50]",Never Married,4+,Quint3,L/T High School,Working Class,Liberal,Democrat,Democrat President,Protestant,Weekly,Not Strong,Male,Non White,Employed,90’s,South
0,1.0864,1996,"(50,65]",Divorce/Sep,2,Top 20%,High School,Middle Class,Conservative,Republican,Democrat President,Catholic,Rarely,Not Strong,Male,White,Employed,90’s,South
1,1.0864,1996,65+,Married,2,Quint4,High School,Middle Class,Moderate,Democrat,Democrat President,Other,Weekly,Strong,Male,White,Other,90’s,South
1,0.5432,1996,"[18,35]",Married,2,Quint4,High School,Middle Class,Conservative,Other,Democrat President,Catholic,Rarely,Not Strong,Female,White,Employed,90’s,South
1,1.6295,1996,"(50,65]",Married,4+,Quint3,College,Middle Class,Liberal,Democrat,Democrat President,Other,Rarely,Somewhat Strong,Male,White,Employed,90’s,South
0,1.0864,1996,"(50,65]",Widowed,3,Quint2,L/T High School,Working Class,Liberal,Democrat,Democrat President,Protestant,Weekly,Strong,Female,Non White,Other,90’s,South
1,1.0864,1996,65+,Married,2,Quint3,Graduate,Working Class,Moderate,Democrat,Democrat President,Protestant,Sometimes,Not Strong,Male,Non White,Other,90’s,South
1,1.0864,1996,"(35,50]",Divorce/Sep,4+,Quint4,L/T High School,Working Class,Moderate,Democrat,Democrat President,Protestant,Sometimes,Strong,Male,Non White,Employed,90’s,South
0,0.5432,1996,"[18,35]",Divorce/Sep,2,Missing_Inc,College,Middle Class,Liberal,Democrat,Democrat President,Protestant,Weekly,Somewhat Strong,Female,Non White,Employed,90’s,South
1,2.1727,1996,"(50,65]",Married,3,Top 20%,High School,Working Class,Liberal,Democrat,Democrat President,Protestant,Rarely,Not Strong,Male,Non White,Other,90’s,South
1,1.0864,1996,"(50,65]",Married,2,Quint4,High School,Middle Class,Liberal,Democrat,Democrat President,Catholic,Weekly,Somewhat Strong,Male,White,Employed,90’s,South
1,1.0864,1996,"(50,65]",Married,4+,Quint4,High School,Working Class,Liberal,Democrat,Democrat President,Catholic,Weekly,Strong,Male,White,Unemployed,90’s,South
0,0.5432,1996,"(35,50]",Divorce/Sep,0,Quint3,High School,Working Class,Liberal,Democrat,Democrat President,Other,,Not Strong,Male,White,Employed,90’s,South
0,1.6295,1996,"(35,50]",Divorce/Sep,4+,Quint3,High School,Working Class,Conservative,Republican,Democrat President,Protestant,Weekly,Strong,Female,White,Employed,90’s,South
0,1.0864,1996,"[18,35]",Never Married,0,Quint4,College,Working Class,Moderate,Democrat,Democrat President,Other,Rarely,Not Strong,Female,White,Employed,90’s,South
0,1.0864,1996,"(35,50]",Married,2,Quint4,High School,Working Class,Missing_Ideo,Other,Democrat President,Protestant,Weekly,Strong,Male,Non White,Employed,90’s,South
0,1.0864,1996,"(35,50]",Married,2,Quint4,High School,Working Class,Liberal,Democrat,Democrat President,Protestant,Sometimes,Not Strong,Male,Non White,Employed,90’s,South
0,1.6295,1996,"[18,35]",Divorce/Sep,3,Quint3,High School,Working Class,Moderate,Democrat,Democrat President,Protestant,Weekly,Somewhat Strong,Female,Non White,Other,90’s,South
1,1.0864,1996,65+,Divorce/Sep,4+,Missing_Inc,L/T High School,Middle Class,Moderate,Democrat,Democrat President,Protestant,Weekly,Strong,Female,Non White,Other,90’s,South
0,1.0864,1996,"[18,35]",Never Married,4+,Missing_Inc,L/T High School,Working Class,Moderate,Democrat,Democrat President,Catholic,Sometimes,Not Strong,Female,Non White,Other,90’s,South
1,0.5432,1996,"[18,35]",Divorce/Sep,3,Missing_Inc,High School,Upper Class,Moderate,Democrat,Democrat President,Catholic,Weekly,Strong,Female,Non White,Employed,90’s,South
0,1.0864,1996,"(50,65]",Married,3,Quint4,High School,Working Class,Conservative,Democrat,Democrat President,Protestant,Sometimes,Not Strong,Male,White,Employed,90’s,South
0,1.0864,1996,"(35,50]",Married,4+,Missing_Inc,Graduate,Working Class,Liberal,Democrat,Democrat President,Protestant,Weekly,Not Strong,Female,White,Employed,90’s,South
0,0.5432,1996,"[18,35]",Never Married,4+,Missing_Inc,L/T High School,Working Class,Conservative,Democrat,Democrat President,Other,Rarely,Not Strong,Female,Non White,Other,90’s,South
0,0.5432,1996,65+,Divorce/Sep,2,Missing_Inc,L/T High School,Middle Class,Conservative,Democrat,Democrat President,Other,Sometimes,Strong,Female,White,Other,90’s,South
1,0.5432,1996,"(50,65]",Widowed,0,Missing_Inc,L/T High School,Middle Class,Moderate,Democrat,Democrat President,Catholic,Weekly,Somewhat Strong,Female,White,Other,90’s,South
0,1.0864,1996,"[18,35]",Married,0,Quint4,High School,Working Class,Moderate,Republican,Democrat President,Protestant,Rarely,Not Strong,Male,White,Employed,90’s,South
0,0.5432,1996,65+,Divorce/Sep,0,Bottom 20%,L/T High School,Working Class,Moderate,Other,Democrat President,Catholic,Sometimes,Strong,Female,White,Other,90’s,South
0,2.1727,1996,"(35,50]",Married,3,Quint4,High School,Working Class,Moderate,Democrat,Democrat President,Protestant,Rarely,Not Strong,Female,White,Employed,90’s,South
1,0.5432,1996,"(50,65]",Divorce/Sep,0,Quint2,High School,Working Class,Moderate,Other,Democrat President,Protestant,Rarely,Not Strong,Male,White,Other,90’s,South
0,0.5432,1996,65+,Divorce/Sep,4+,Bottom 20%,L/T High School,Middle Class,Liberal,Other,Democrat President,Catholic,Weekly,Strong,Male,White,Other,90’s,South
1,1.0864,1996,"[18,35]",Married,1,Bottom 20%,L/T High School,Working Class,Liberal,Other,Democrat President,Other,Rarely,Not Strong,Female,White,Other,90’s,South
1,1.0864,1996,65+,Married,3,Top 20%,High School,Middle Class,Conservative,Democrat,Democrat President,Protestant,Weekly,Not Strong,Female,White,Other,90’s,South
0,1.0864,1996,"[18,35]",Married,1,Quint3,High School,Working Class,Liberal,Democrat,Democrat President,Other,Rarely,Not Strong,Female,White,Other,90’s,South
1,0.5432,1996,65+,Widowed,2,Bottom 20%,College,Middle Class,Moderate,Democrat,Democrat President,Protestant,Sometimes,Strong,Female,White,Other,90’s,South
